country,metric,date,source_file
Sudan,ethnic tension,07-2023,Bosnia and Herzegovina
Sudan,ethnic tension,08-2023,Bosnia and Herzegovina
Sudan,ethnic tension,09-2023,Bosnia and Herzegovina
Sudan,ethnic tension,10-2023,Bosnia and Herzegovina
Sudan,ethnic tension,11-2023,Bosnia and Herzegovina
India,ethnic tension,06-2023,Bosnia and Herzegovina
Botswana,contested election,10-2024,Botswana
Mozambique,contested election,12-2024,Botswana
Various Countries,contested election,11-2024,Botswana
Malawi,contested election,05-2019,Botswana
Malawi,contested election,06-2020,Botswana
Mozambique,contested election,11-2024,Botswana
Southern Africa,contested election,12-2024,Botswana
Mozambique,contested election,10-2023,Botswana
Mozambique,contested election,11-2023,Botswana
Mozambique,contested election,12-2023,Botswana
Philippines,crop failure,01-2025,Botswana
Namibia,crop failure,07-2024,Botswana
Zambia,crop failure,07-2024,Botswana
Zimbabwe,crop failure,07-2024,Botswana
Botswana,crop failure,02-2024,Botswana
Democratic Republic of the Congo,natural disaster,01-2024,Botswana
Lesotho,crop failure,04-2024,Botswana
Malawi,crop failure,03-2024,Botswana
Mozambique,natural disaster,12-2022,Botswana
Mozambique,natural disaster,05-2024,Botswana
Namibia,crop failure,05-2024,Botswana
Zimbabwe,crop failure,04-2024,Botswana
Zimbabwe,crop failure,11-2024,Botswana
Zimbabwe,crop failure,12-2024,Botswana
Zimbabwe,crop failure,01-2025,Botswana
Zimbabwe,crop failure,02-2025,Botswana
Zimbabwe,crop failure,03-2025,Botswana
Zimbabwe,crop failure,04-2025,Botswana
Southern Africa,crop failure,10-2024,Botswana
Southern Africa,crop failure,11-2024,Botswana
Southern Africa,crop failure,12-2024,Botswana
Southern Africa,crop failure,01-2025,Botswana
Southern Africa,crop failure,02-2025,Botswana
Southern Africa,crop failure,03-2025,Botswana
Southern Africa,crop failure,04-2025,Botswana
Lesotho,crop failure,10-2024,Botswana
Lesotho,crop failure,11-2024,Botswana
Lesotho,crop failure,12-2024,Botswana
Lesotho,crop failure,01-2025,Botswana
Lesotho,crop failure,02-2025,Botswana
Lesotho,crop failure,03-2025,Botswana
Lesotho,crop failure,04-2025,Botswana
Malawi,crop failure,10-2024,Botswana
Malawi,crop failure,11-2024,Botswana
Malawi,crop failure,12-2024,Botswana
Malawi,crop failure,01-2025,Botswana
Malawi,crop failure,02-2025,Botswana
Malawi,crop failure,03-2025,Botswana
Malawi,crop failure,04-2025,Botswana
Namibia,crop failure,10-2024,Botswana
Namibia,crop failure,11-2024,Botswana
Namibia,crop failure,12-2024,Botswana
Namibia,crop failure,01-2025,Botswana
Namibia,crop failure,02-2025,Botswana
Namibia,crop failure,03-2025,Botswana
Namibia,crop failure,04-2025,Botswana
Zambia,crop failure,10-2024,Botswana
Zambia,crop failure,11-2024,Botswana
Zambia,crop failure,12-2024,Botswana
Zambia,crop failure,01-2025,Botswana
Zambia,crop failure,02-2025,Botswana
Zambia,crop failure,03-2025,Botswana
Zambia,crop failure,04-2025,Botswana
Zimbabwe,crop failure,10-2024,Botswana
Zimbabwe,crop failure,11-2024,Botswana
Zimbabwe,crop failure,12-2024,Botswana
Zimbabwe,crop failure,01-2025,Botswana
Zimbabwe,crop failure,02-2025,Botswana
Zimbabwe,crop failure,03-2025,Botswana
Zimbabwe,crop failure,04-2025,Botswana
Mozambique,crop failure,06-2024,Botswana
Mozambique,crop failure,07-2024,Botswana
Mozambique,crop failure,08-2024,Botswana
Mozambique,crop failure,09-2024,Botswana
Mozambique,crop failure,10-2024,Botswana
Mozambique,crop failure,11-2024,Botswana
Mozambique,crop failure,12-2024,Botswana
Mozambique,crop failure,01-2025,Botswana
Zambia,crop failure,06-2024,Botswana
Zambia,crop failure,07-2024,Botswana
Zambia,crop failure,08-2024,Botswana
Zambia,crop failure,09-2024,Botswana
Zambia,crop failure,10-2024,Botswana
Zambia,crop failure,11-2024,Botswana
Zambia,crop failure,12-2024,Botswana
Zambia,crop failure,01-2025,Botswana
South Africa,crop failure,06-2024,Botswana
South Africa,crop failure,07-2024,Botswana
South Africa,crop failure,08-2024,Botswana
South Africa,crop failure,09-2024,Botswana
South Africa,crop failure,10-2024,Botswana
South Africa,crop failure,11-2024,Botswana
South Africa,crop failure,12-2024,Botswana
South Africa,crop failure,01-2025,Botswana
Botswana,crop failure,02-2024,Botswana
Botswana,crop failure,03-2024,Botswana
Botswana,crop failure,04-2024,Botswana
Mozambique,crop failure,02-2024,Botswana
Mozambique,crop failure,03-2024,Botswana
Mozambique,crop failure,04-2024,Botswana
Angola,crop failure,02-2024,Botswana
Angola,crop failure,03-2024,Botswana
Angola,crop failure,04-2024,Botswana
Malawi,crop failure,02-2024,Botswana
Malawi,crop failure,03-2024,Botswana
Malawi,crop failure,04-2024,Botswana
Zimbabwe,crop failure,02-2024,Botswana
Zimbabwe,crop failure,03-2024,Botswana
Zimbabwe,crop failure,04-2024,Botswana
Zambia,crop failure,02-2024,Botswana
Zambia,crop failure,03-2024,Botswana
Zambia,crop failure,04-2024,Botswana
Zimbabwe,crop failure,03-2024,Botswana
Zimbabwe,crop failure,04-2024,Botswana
Zimbabwe,crop failure,04-2024,Botswana
Zambia,crop failure,04-2024,Botswana
South Africa,crop failure,04-2024,Botswana
Namibia,crop failure,02-2019,Botswana
Namibia,crop failure,03-2019,Botswana
Namibia,crop failure,12-2018,Botswana
Namibia,crop failure,01-2019,Botswana
Namibia,crop failure,02-2019,Botswana
Namibia,crop failure,03-2019,Botswana
Lesotho,crop failure,09-2024,Botswana
Zambia,crop failure,06-2024,Botswana
Zimbabwe,crop failure,01-2025,Botswana
Zimbabwe,crop failure,02-2025,Botswana
Zimbabwe,crop failure,03-2025,Botswana
Angola,crop failure,01-2024,Botswana
Angola,crop failure,02-2024,Botswana
Zambia,crop failure,01-2024,Botswana
Zambia,crop failure,02-2024,Botswana
Zambia,crop failure,03-2024,Botswana
Zimbabwe,crop failure,01-2024,Botswana
Zimbabwe,crop failure,02-2024,Botswana
Zimbabwe,crop failure,03-2024,Botswana
Malawi,crop failure,01-2024,Botswana
Malawi,crop failure,02-2024,Botswana
Mozambique,crop failure,01-2024,Botswana
Mozambique,crop failure,02-2024,Botswana
Mozambique,crop failure,03-2024,Botswana
Mozambique,crop failure,04-2024,Botswana
Namibia,crop failure,01-2024,Botswana
Namibia,crop failure,02-2024,Botswana
Eswatini,crop failure,01-2024,Botswana
Eswatini,crop failure,02-2024,Botswana
Lesotho,crop failure,01-2024,Botswana
Lesotho,crop failure,02-2024,Botswana
Madagascar,crop failure,01-2018,Botswana
Madagascar,crop failure,02-2018,Botswana
Madagascar,crop failure,03-2018,Botswana
Madagascar,crop failure,04-2018,Botswana
Madagascar,crop failure,05-2018,Botswana
Zimbabwe,crop failure,09-2019,Botswana
Zimbabwe,crop failure,10-2019,Botswana
Zimbabwe,crop failure,11-2019,Botswana
Zimbabwe,crop failure,12-2019,Botswana
Zimbabwe,crop failure,01-2020,Botswana
Zimbabwe,crop failure,02-2020,Botswana
Zimbabwe,crop failure,03-2020,Botswana
Zimbabwe,economic concern,09-2019,Botswana
Zimbabwe,economic concern,10-2019,Botswana
Zimbabwe,economic concern,11-2019,Botswana
Zimbabwe,economic concern,12-2019,Botswana
Zimbabwe,economic concern,01-2020,Botswana
Zimbabwe,economic concern,02-2020,Botswana
Zimbabwe,economic concern,03-2020,Botswana
Angola,natural disaster,11-2023,Botswana
Angola,natural disaster,12-2023,Botswana
Botswana,natural disaster,11-2023,Botswana
Botswana,natural disaster,12-2023,Botswana
DR Congo,natural disaster,01-2024,Botswana
Malawi,natural disaster,11-2023,Botswana
Malawi,natural disaster,12-2023,Botswana
Mozambique,natural disaster,12-2022,Botswana
Mozambique,natural disaster,01-2023,Botswana
Namibia,natural disaster,11-2023,Botswana
Namibia,natural disaster,12-2023,Botswana
Zambia,natural disaster,11-2023,Botswana
Zambia,natural disaster,12-2023,Botswana
Zimbabwe,natural disaster,11-2023,Botswana
Zimbabwe,natural disaster,12-2023,Botswana
Malawi,economic concern,12-2021,Botswana
Russia,economic concern,07-2025,Botswana
Mozambique,political assassination,10-2024,Botswana
Zimbabwe,political assassination,06-2018,Botswana
Congo,military coup,05-2024,Botswana
United States,political assassination,07-2024,Botswana
Netherlands,political assassination,07-2024,Botswana
Israel,political assassination,08-2024,Botswana
Botswana,natural disaster,02-2025,Botswana
Botswana,natural disaster,03-2025,Botswana
Botswana,natural disaster,04-2025,Botswana
Botswana,natural disaster,02-2025,Botswana
Botswana,natural disaster,02-2025,Botswana
Botswana,natural disaster,02-2025,Botswana
South Africa,natural disaster,02-2025,Botswana
Botswana,natural disaster,02-2025,Botswana
Botswana,natural disaster,03-2025,Botswana
Mozambique,natural disaster,12-2024,Botswana
Malawi,natural disaster,12-2024,Botswana
Comoros,natural disaster,12-2024,Botswana
Mozambique,natural disaster,12-2024,Botswana
Malawi,natural disaster,12-2024,Botswana
Comoros,natural disaster,12-2024,Botswana
Madagascar,natural disaster,12-2024,Botswana
Botswana,natural disaster,02-2018,Botswana
Botswana,natural disaster,03-2018,Botswana
India,ethnic tension,06-2023,Botswana
Georgia,contested election,11-2024,Brazil
Various Countries,contested election,11-2024,Brazil
Mozambique,contested election,12-2024,Brazil
India,contested election,08-2025,Brazil
Georgia,contested election,10-2024,Brazil
United States,contested election,11-2024,Brazil
United States,contested election,11-2024,Brazil
Malawi,contested election,07-2020,Brazil
Malawi,contested election,08-2020,Brazil
Malawi,contested election,05-2020,Brazil
Malawi,contested election,06-2020,Brazil
Malawi,contested election,02-2020,Brazil
Brazil,contested election,10-2022,Brazil
Venezuela,contested election,06-2024,Brazil
Venezuela,contested election,06-2024,Brazil
Italy,crop failure,01-2022,Brazil
Italy,crop failure,02-2022,Brazil
Italy,crop failure,03-2022,Brazil
Italy,crop failure,04-2022,Brazil
Italy,crop failure,05-2022,Brazil
Italy,crop failure,06-2022,Brazil
Italy,crop failure,07-2022,Brazil
Italy,crop failure,08-2022,Brazil
Italy,crop failure,09-2022,Brazil
Italy,crop failure,10-2022,Brazil
Italy,crop failure,11-2022,Brazil
Italy,crop failure,12-2022,Brazil
California,crop failure,01-2021,Brazil
California,crop failure,02-2021,Brazil
California,crop failure,03-2021,Brazil
Morocco,crop failure,01-2022,Brazil
Morocco,crop failure,02-2022,Brazil
Morocco,crop failure,03-2022,Brazil
Brazil,crop failure,07-2025,Brazil
Brazil,crop failure,11-2023,Brazil
Brazil,crop failure,12-2023,Brazil
Brazil,crop failure,01-2024,Brazil
Brazil,crop failure,02-2024,Brazil
Brazil,crop failure,03-2024,Brazil
Brazil,crop failure,04-2024,Brazil
Zambia,crop failure,05-2024,Brazil
Malawi,crop failure,05-2024,Brazil
Zimbabwe,crop failure,05-2024,Brazil
United States,crop failure,07-2018,Brazil
Brazil,crop failure,10-2020,Brazil
Brazil,crop failure,11-2020,Brazil
Brazil,crop failure,12-2020,Brazil
Brazil,crop failure,01-2021,Brazil
Brazil,crop failure,02-2021,Brazil
Brazil,crop failure,03-2021,Brazil
Brazil,crop failure,10-2021,Brazil
Brazil,crop failure,11-2021,Brazil
Brazil,crop failure,12-2021,Brazil
Brazil,crop failure,01-2022,Brazil
Brazil,crop failure,02-2022,Brazil
Brazil,crop failure,03-2022,Brazil
Brazil,crop failure,10-2022,Brazil
Brazil,crop failure,11-2022,Brazil
Brazil,crop failure,12-2022,Brazil
Brazil,crop failure,01-2023,Brazil
Brazil,crop failure,02-2023,Brazil
Brazil,crop failure,03-2023,Brazil
Mexico,crop failure,05-2023,Brazil
Brazil,crop failure,06-2024,Brazil
Brazil,crop failure,05-2024,Brazil
Brazil,crop failure,04-2024,Brazil
Brazil,crop failure,03-2024,Brazil
Brazil,crop failure,02-2024,Brazil
Brazil,crop failure,01-2024,Brazil
Venezuela,economic concern,02-2020,Brazil
Venezuela,economic concern,12-2024,Brazil
Venezuela,natural disaster,02-2020,Brazil
Venezuela,natural disaster,12-2024,Brazil
Venezuela,ethnic tension,02-2020,Brazil
Venezuela,ethnic tension,12-2024,Brazil
Venezuela,ethnic tension,02-2020,Brazil
Venezuela,ethnic tension,12-2024,Brazil
Venezuela,economic concern,02-2020,Brazil
Venezuela,economic concern,12-2024,Brazil
Venezuela,economic concern,02-2020,Brazil
Venezuela,economic concern,12-2024,Brazil
Global,economic concern,01-2023,Brazil
Global,economic concern,02-2023,Brazil
United States,economic concern,01-2023,Brazil
United States,economic concern,02-2023,Brazil
World Bank,economic concern,01-2023,Brazil
United Kingdom,economic concern,01-2023,Brazil
Brazil,economic concern,01-2023,Brazil
Russia,economic concern,01-2023,Brazil
IMF,economic concern,01-2023,Brazil
European Central Bank,economic concern,01-2023,Brazil
Myanmar,political assassination,02-2021,Brazil
Myanmar,military coup,01-2021,Brazil
Mali,military coup,09-2024,Brazil
Mali,military coup,09-2024,Brazil
Mali,military coup,09-2024,Brazil
Thailand,political assassination,08-2025,Brazil
Mozambique,political assassination,10-2024,Brazil
Colombia,political assassination,06-2025,Brazil
Brazil,military coup,11-2024,Brazil
Brazil,military coup,11-2024,Brazil
United States,political assassination,07-2024,Brazil
Libya,political assassination,05-2025,Brazil
Libya,political assassination,04-2025,Brazil
Libya,political assassination,03-2025,Brazil
United States,political assassination,07-2024,Brazil
United States,political assassination,07-2024,Brazil
United States,political assassination,07-2024,Brazil
Brazil,political assassination,09-2018,Brazil
Brazil,military coup,02-2022,Brazil
Brazil,contested election,01-2022,Brazil
Brazil,natural disaster,04-2024,Brazil
Brazil,natural disaster,05-2024,Brazil
Brazil,natural disaster,05-2024,Brazil
Brazil,natural disaster,07-2025,Brazil
Kenya,natural disaster,05-2024,Brazil
Philippines,natural disaster,07-2025,Brazil
Norway,natural disaster,07-2025,Brazil
Brazil,natural disaster,01-2025,Brazil
Brazil,natural disaster,01-2025,Brazil
Brazil,natural disaster,01-2018,Brazil
Brazil,natural disaster,02-2018,Brazil
Brazil,natural disaster,03-2018,Brazil
Brazil,natural disaster,04-2018,Brazil
Brazil,natural disaster,05-2018,Brazil
Brazil,natural disaster,06-2018,Brazil
Brazil,natural disaster,07-2018,Brazil
Brazil,natural disaster,08-2018,Brazil
Brazil,natural disaster,09-2018,Brazil
Brazil,natural disaster,10-2018,Brazil
Brazil,natural disaster,11-2018,Brazil
Brazil,natural disaster,12-2018,Brazil
Brazil,natural disaster,01-2019,Brazil
Brazil,natural disaster,02-2019,Brazil
Brazil,natural disaster,03-2019,Brazil
Brazil,natural disaster,04-2019,Brazil
Brazil,natural disaster,05-2019,Brazil
Brazil,natural disaster,06-2019,Brazil
Brazil,natural disaster,07-2019,Brazil
Brazil,natural disaster,08-2019,Brazil
Brazil,natural disaster,09-2019,Brazil
Brazil,natural disaster,10-2019,Brazil
Brazil,natural disaster,11-2019,Brazil
Brazil,natural disaster,12-2019,Brazil
Brazil,natural disaster,01-2020,Brazil
Brazil,natural disaster,02-2020,Brazil
Brazil,natural disaster,03-2020,Brazil
Brazil,natural disaster,04-2020,Brazil
Brazil,natural disaster,05-2020,Brazil
Brazil,natural disaster,06-2020,Brazil
Brazil,natural disaster,07-2020,Brazil
Brazil,natural disaster,08-2020,Brazil
Brazil,natural disaster,09-2020,Brazil
Brazil,natural disaster,10-2020,Brazil
Brazil,natural disaster,11-2020,Brazil
Brazil,natural disaster,12-2020,Brazil
Brazil,natural disaster,01-2021,Brazil
Brazil,natural disaster,02-2021,Brazil
Brazil,natural disaster,03-2021,Brazil
Brazil,natural disaster,04-2021,Brazil
Brazil,natural disaster,05-2021,Brazil
Brazil,natural disaster,06-2021,Brazil
Brazil,natural disaster,07-2021,Brazil
Brazil,natural disaster,08-2021,Brazil
Brazil,natural disaster,09-2021,Brazil
Brazil,natural disaster,10-2021,Brazil
Brazil,natural disaster,11-2021,Brazil
Brazil,natural disaster,12-2021,Brazil
Brazil,natural disaster,01-2022,Brazil
Brazil,natural disaster,02-2022,Brazil
Brazil,natural disaster,03-2022,Brazil
Brazil,natural disaster,04-2022,Brazil
Brazil,natural disaster,05-2022,Brazil
Brazil,natural disaster,06-2022,Brazil
Brazil,natural disaster,07-2022,Brazil
Brazil,natural disaster,08-2022,Brazil
Brazil,natural disaster,09-2022,Brazil
Brazil,natural disaster,10-2022,Brazil
Brazil,natural disaster,11-2022,Brazil
Brazil,natural disaster,12-2022,Brazil
Brazil,natural disaster,01-2023,Brazil
Brazil,natural disaster,02-2023,Brazil
Brazil,natural disaster,03-2023,Brazil
Brazil,natural disaster,04-2023,Brazil
Brazil,natural disaster,05-2023,Brazil
Brazil,natural disaster,06-2023,Brazil
Brazil,natural disaster,07-2023,Brazil
Brazil,natural disaster,08-2023,Brazil
Brazil,natural disaster,09-2023,Brazil
Brazil,natural disaster,10-2023,Brazil
Brazil,natural disaster,11-2023,Brazil
Brazil,natural disaster,12-2023,Brazil
Brazil,natural disaster,05-2024,Brazil
Afghanistan,natural disaster,05-2024,Brazil
Brazil,natural disaster,05-2024,Brazil
Kenya,natural disaster,03-2024,Brazil
United States,natural disaster,07-2025,Brazil
Brazil,natural disaster,09-2024,Brazil
Brazil,natural disaster,10-2024,Brazil
Brazil,natural disaster,06-2024,Brazil
Brazil,natural disaster,08-2024,Brazil
Brazil,natural disaster,11-2024,Brazil
Brazil,natural disaster,08-2022,Brazil
Brazil,natural disaster,09-2022,Brazil
Syria,ethnic tension,03-2025,Brazil
Syria,ethnic tension,04-2025,Brazil
Syria,ethnic tension,01-2025,Brazil
Syria,ethnic tension,02-2025,Brazil
Syria,ethnic tension,03-2025,Brazil
Syria,ethnic tension,04-2025,Brazil
India,ethnic tension,06-2023,Brazil
Mozambique,contested election,10-2024,British Indian Ocean Territory
Georgia,contested election,10-2024,British Indian Ocean Territory
Ghana,crop failure,10-2023,British Indian Ocean Territory
Ghana,crop failure,01-2024,British Indian Ocean Territory
Ghana,crop failure,02-2024,British Indian Ocean Territory
Ivory Coast,crop failure,10-2023,British Indian Ocean Territory
Ivory Coast,crop failure,01-2024,British Indian Ocean Territory
Ivory Coast,crop failure,02-2024,British Indian Ocean Territory
Russia,crop failure,07-2025,British Indian Ocean Territory
Russia,crop failure,08-2025,British Indian Ocean Territory
Tunisia,crop failure,09-2022,British Indian Ocean Territory
Tunisia,crop failure,10-2022,British Indian Ocean Territory
Tunisia,crop failure,11-2022,British Indian Ocean Territory
Tunisia,crop failure,12-2022,British Indian Ocean Territory
Tunisia,crop failure,01-2023,British Indian Ocean Territory
Tunisia,crop failure,02-2023,British Indian Ocean Territory
Tunisia,crop failure,03-2023,British Indian Ocean Territory
Tunisia,crop failure,04-2023,British Indian Ocean Territory
Tunisia,crop failure,05-2023,British Indian Ocean Territory
Tunisia,crop failure,06-2023,British Indian Ocean Territory
Tunisia,crop failure,07-2023,British Indian Ocean Territory
Tunisia,crop failure,08-2023,British Indian Ocean Territory
Tunisia,crop failure,09-2023,British Indian Ocean Territory
Tunisia,crop failure,10-2023,British Indian Ocean Territory
Tunisia,crop failure,11-2023,British Indian Ocean Territory
Tunisia,crop failure,12-2023,British Indian Ocean Territory
Tunisia,crop failure,01-2024,British Indian Ocean Territory
Tunisia,crop failure,02-2024,British Indian Ocean Territory
Tunisia,crop failure,03-2024,British Indian Ocean Territory
Tunisia,crop failure,04-2024,British Indian Ocean Territory
Tunisia,crop failure,05-2024,British Indian Ocean Territory
Tunisia,crop failure,06-2024,British Indian Ocean Territory
Malawi,natural disaster,03-2023,British Indian Ocean Territory
Malawi,natural disaster,04-2023,British Indian Ocean Territory
Malawi,natural disaster,01-2022,British Indian Ocean Territory
Malawi,natural disaster,02-2022,British Indian Ocean Territory
Kenya,crop failure,04-2021,British Indian Ocean Territory
Kenya,crop failure,08-2021,British Indian Ocean Territory
Kenya,crop failure,09-2021,British Indian Ocean Territory
Kenya,crop failure,10-2021,British Indian Ocean Territory
Kenya,crop failure,11-2021,British Indian Ocean Territory
Kenya,crop failure,12-2021,British Indian Ocean Territory
Myanmar,military coup,02-2021,British Indian Ocean Territory
Mali,military coup,08-2020,British Indian Ocean Territory
Mali,military coup,12-2023,British Indian Ocean Territory
Burkina Faso,military coup,01-2022,British Indian Ocean Territory
Burkina Faso,military coup,02-2023,British Indian Ocean Territory
Niger,military coup,07-2023,British Indian Ocean Territory
Niger,military coup,12-2023,British Indian Ocean Territory
Venezuela,economic concern,08-2025,British Indian Ocean Territory
Iran,military coup,06-2025,British Indian Ocean Territory
Iran,military coup,06-2025,British Indian Ocean Territory
Iran,military coup,06-2025,British Indian Ocean Territory
Iran,political assassination,07-2024,British Indian Ocean Territory
Iran,political assassination,07-2024,British Indian Ocean Territory
France,natural disaster,12-2024,British Indian Ocean Territory
Mayotte,natural disaster,12-2024,British Indian Ocean Territory
India,contested election,04-2019,British Indian Ocean Territory
India,ethnic tension,06-2024,British Indian Ocean Territory
India,ethnic tension,05-2023,British Indian Ocean Territory
India,ethnic tension,06-2023,British Indian Ocean Territory
Russia,contested election,03-2024,British Virgin Islands
Russia,contested election,04-2024,British Virgin Islands
Afghanistan,contested election,09-2019,British Virgin Islands
Russia,crop failure,07-2025,British Virgin Islands
Syria,crop failure,05-2025,British Virgin Islands
Syria,crop failure,06-2025,British Virgin Islands
Syria,crop failure,07-2025,British Virgin Islands
Syria,crop failure,08-2025,British Virgin Islands
Syria,crop failure,09-2025,British Virgin Islands
Syria,crop failure,10-2025,British Virgin Islands
Greece,crop failure,10-2023,British Virgin Islands
Greece,crop failure,11-2023,British Virgin Islands
Greece,crop failure,12-2023,British Virgin Islands
Greece,crop failure,01-2024,British Virgin Islands
Greece,crop failure,02-2024,British Virgin Islands
Spain,crop failure,10-2022,British Virgin Islands
Spain,crop failure,11-2022,British Virgin Islands
Spain,crop failure,12-2022,British Virgin Islands
Spain,crop failure,01-2023,British Virgin Islands
Spain,crop failure,02-2023,British Virgin Islands
Spain,economic concern,10-2022,British Virgin Islands
Spain,economic concern,11-2022,British Virgin Islands
Spain,economic concern,12-2022,British Virgin Islands
Spain,economic concern,01-2023,British Virgin Islands
Spain,economic concern,02-2023,British Virgin Islands
Greece,economic concern,10-2023,British Virgin Islands
Greece,economic concern,11-2023,British Virgin Islands
Greece,economic concern,12-2023,British Virgin Islands
Greece,economic concern,01-2024,British Virgin Islands
Greece,economic concern,02-2024,British Virgin Islands
Thailand,economic concern,07-2025,British Virgin Islands
Thailand,economic concern,06-2025,British Virgin Islands
U.S. Virgin Islands,economic concern,03-2025,British Virgin Islands
U.S. Virgin Islands,economic concern,04-2025,British Virgin Islands
Sint Maarten,political assassination,07-2024,British Virgin Islands
Guatemala,contested election,07-2023,Brunei
Pakistan,contested election,02-2024,Brunei
Pakistan,economic concern,02-2024,Brunei
Afghanistan,contested election,02-2020,Brunei
Russia,crop failure,07-2025,Brunei
Syria,crop failure,01-2025,Brunei
Syria,crop failure,02-2025,Brunei
Syria,crop failure,03-2025,Brunei
Syria,crop failure,04-2025,Brunei
Syria,crop failure,05-2025,Brunei
Syria,crop failure,06-2025,Brunei
Afghanistan,economic concern,06-2023,Brunei
Pakistan,crop failure,03-2025,Brunei
Pakistan,crop failure,04-2025,Brunei
Pakistan,crop failure,07-2024,Brunei
Pakistan,crop failure,08-2024,Brunei
Pakistan,crop failure,09-2024,Brunei
Pakistan,crop failure,10-2024,Brunei
Pakistan,crop failure,11-2024,Brunei
Pakistan,crop failure,12-2024,Brunei
Nepal,crop failure,08-2025,Brunei
Nepal,crop failure,09-2025,Brunei
Myanmar,military coup,02-2021,Brunei
Cambodia,political assassination,01-2025,Brunei
Thailand,political assassination,01-2025,Brunei
Iran,political assassination,07-2025,Brunei
Palestinian Territories,political assassination,03-2018,Brunei
Sint Maarten,political assassination,07-2024,Brunei
Indonesia,natural disaster,05-2025,Brunei
Thailand,natural disaster,05-2025,Brunei
Vietnam,natural disaster,05-2025,Brunei
Myanmar,natural disaster,05-2025,Brunei
Philippines,natural disaster,05-2025,Brunei
Indonesia,natural disaster,01-2025,Brunei
Malaysia,natural disaster,01-2025,Brunei
Philippines,natural disaster,01-2025,Brunei
Thailand,natural disaster,01-2025,Brunei
Philippines,natural disaster,09-2025,Brunei
Vietnam,natural disaster,09-2025,Brunei
Indonesia,natural disaster,12-2024,Brunei
Malaysia,natural disaster,12-2024,Brunei
Philippines,natural disaster,12-2024,Brunei
Thailand,natural disaster,12-2024,Brunei
Vietnam,natural disaster,12-2024,Brunei
Southeast Asian Nations,natural disaster,06-2025,Brunei
Southeast Asian Nations,natural disaster,01-2018,Brunei
Southeast Asian Nations,natural disaster,02-2018,Brunei
Southeast Asian Nations,natural disaster,03-2018,Brunei
Southeast Asian Nations,natural disaster,04-2018,Brunei
Southeast Asian Nations,natural disaster,05-2018,Brunei
Southeast Asian Nations,natural disaster,06-2018,Brunei
Southeast Asian Nations,natural disaster,07-2018,Brunei
Southeast Asian Nations,natural disaster,08-2018,Brunei
Southeast Asian Nations,natural disaster,09-2018,Brunei
Southeast Asian Nations,natural disaster,10-2018,Brunei
Southeast Asian Nations,natural disaster,11-2018,Brunei
Southeast Asian Nations,natural disaster,12-2018,Brunei
Southeast Asian Nations,natural disaster,01-2019,Brunei
Southeast Asian Nations,natural disaster,02-2019,Brunei
Southeast Asian Nations,natural disaster,03-2019,Brunei
Southeast Asian Nations,natural disaster,04-2019,Brunei
Southeast Asian Nations,natural disaster,05-2019,Brunei
Southeast Asian Nations,natural disaster,06-2019,Brunei
Southeast Asian Nations,natural disaster,07-2019,Brunei
Southeast Asian Nations,natural disaster,08-2019,Brunei
Southeast Asian Nations,natural disaster,09-2019,Brunei
Southeast Asian Nations,natural disaster,10-2019,Brunei
Southeast Asian Nations,natural disaster,11-2019,Brunei
Southeast Asian Nations,natural disaster,12-2019,Brunei
Southeast Asian Nations,natural disaster,01-2020,Brunei
Southeast Asian Nations,natural disaster,02-2020,Brunei
Southeast Asian Nations,natural disaster,03-2020,Brunei
Southeast Asian Nations,natural disaster,04-2020,Brunei
Southeast Asian Nations,natural disaster,05-2020,Brunei
Southeast Asian Nations,natural disaster,06-2020,Brunei
Southeast Asian Nations,natural disaster,07-2020,Brunei
Southeast Asian Nations,natural disaster,08-2020,Brunei
Southeast Asian Nations,natural disaster,09-2020,Brunei
Southeast Asian Nations,natural disaster,10-2020,Brunei
Southeast Asian Nations,natural disaster,11-2020,Brunei
Southeast Asian Nations,natural disaster,12-2020,Brunei
Haiti,natural disaster,08-2021,Brunei
Haiti,natural disaster,09-2021,Brunei
Syria,ethnic tension,03-2025,Brunei
Syria,ethnic tension,04-2025,Brunei
India,ethnic tension,06-2023,Brunei
India,ethnic tension,12-2019,Brunei
India,ethnic tension,01-2020,Brunei
India,ethnic tension,02-2020,Brunei
India,ethnic tension,03-2020,Brunei
India,ethnic tension,04-2020,Brunei
India,ethnic tension,05-2020,Brunei
Serbia,contested election,06-2025,Bulgaria
Serbia,contested election,06-2025,Bulgaria
Georgia,contested election,11-2024,Bulgaria
Poland,contested election,07-2025,Bulgaria
Bulgaria,contested election,07-2024,Bulgaria
Bulgaria,contested election,10-2024,Bulgaria
Bulgaria,contested election,02-2025,Bulgaria
Guatemala,contested election,07-2023,Bulgaria
Moldova,contested election,11-2024,Bulgaria
Georgia,contested election,10-2024,Bulgaria
Ukraine,contested election,04-2019,Bulgaria
Syria,crop failure,05-2025,Bulgaria
Syria,crop failure,06-2025,Bulgaria
Syria,crop failure,07-2025,Bulgaria
Syria,crop failure,08-2025,Bulgaria
Syria,crop failure,09-2025,Bulgaria
Syria,crop failure,10-2025,Bulgaria
Afghanistan,economic concern,04-2022,Bulgaria
Afghanistan,economic concern,05-2022,Bulgaria
Afghanistan,economic concern,06-2022,Bulgaria
Afghanistan,economic concern,07-2022,Bulgaria
Afghanistan,economic concern,08-2022,Bulgaria
Afghanistan,economic concern,09-2022,Bulgaria
